AFFYMETRIX_3PRIME_IVT_ID	Name	Species
232330_at	cytochrome c oxidase assembly factor 1(COA1)	Homo sapiens
206497_at	cytochrome c oxidase assembly factor 1(COA1)	Homo sapiens
216381_x_at	aldo-keto reductase family 7 member A3(AKR7A3)	Homo sapiens
206469_x_at	aldo-keto reductase family 7 member A3(AKR7A3)	Homo sapiens
1555448_at	adaptor related protein complex 5 subunit mu 1(AP5M1)	Homo sapiens
218139_s_at	adaptor related protein complex 5 subunit mu 1(AP5M1)	Homo sapiens
232156_at	adaptor related protein complex 5 subunit mu 1(AP5M1)	Homo sapiens
236004_at	adaptor related protein complex 5 subunit mu 1(AP5M1)	Homo sapiens
222531_s_at	adaptor related protein complex 5 subunit mu 1(AP5M1)	Homo sapiens
1552450_a_at	DnaJ heat shock protein family (Hsp40) member C5 gamma(DNAJC5G)	Homo sapiens
209155_s_at	5'-nucleotidase, cytosolic II(NT5C2)	Homo sapiens
1560939_at	PCOLCE antisense RNA 1(PCOLCE-AS1)	Homo sapiens
202184_s_at	nucleoporin 133(NUP133)	Homo sapiens
233421_s_at	nucleoporin 133(NUP133)	Homo sapiens
236905_at	nucleoporin 133(NUP133)	Homo sapiens
227283_at	EFR3 homolog B(EFR3B)	Homo sapiens
215328_at	EFR3 homolog B(EFR3B)	Homo sapiens
215334_at	EFR3 homolog B(EFR3B)	Homo sapiens
221495_s_at	transcription factor 25(TCF25)	Homo sapiens
214704_at	transcription factor 25(TCF25)	Homo sapiens
213311_s_at	transcription factor 25(TCF25)	Homo sapiens
230950_at	carnosine dipeptidase 2(CNDP2)	Homo sapiens
217752_s_at	carnosine dipeptidase 2(CNDP2)	Homo sapiens
1562460_at	carnosine dipeptidase 2(CNDP2)	Homo sapiens
207705_s_at	ninein like(NINL)	Homo sapiens
224736_at	cell division cycle and apoptosis regulator 1(CCAR1)	Homo sapiens
224737_x_at	cell division cycle and apoptosis regulator 1(CCAR1)	Homo sapiens
239014_at	cell division cycle and apoptosis regulator 1(CCAR1)	Homo sapiens
212504_at	disco interacting protein 2 homolog C(DIP2C)	Homo sapiens
1565681_s_at	disco interacting protein 2 homolog C(DIP2C)	Homo sapiens
212503_s_at	disco interacting protein 2 homolog C(DIP2C)	Homo sapiens
218568_at	acylglycerol kinase(AGK)	Homo sapiens
1555610_at	acylglycerol kinase(AGK)	Homo sapiens
222132_s_at	acylglycerol kinase(AGK)	Homo sapiens
217231_s_at	microtubule associated serine/threonine kinase 1(MAST1)	Homo sapiens
219074_at	transmembrane protein 184C(TMEM184C)	Homo sapiens
215363_x_at	folate hydrolase 1B (pseudogene)(FOLH1B)	Homo sapiens
205860_x_at	folate hydrolase 1B (pseudogene)(FOLH1B)	Homo sapiens
211303_x_at	folate hydrolase 1B (pseudogene)(FOLH1B)	Homo sapiens
217487_x_at	folate hydrolase 1B (pseudogene)(FOLH1B)	Homo sapiens
212424_at	programmed cell death 11(PDCD11)	Homo sapiens
212422_at	programmed cell death 11(PDCD11)	Homo sapiens
214293_at	septin 11(SEPTIN11)	Homo sapiens
230071_at	septin 11(SEPTIN11)	Homo sapiens
201308_s_at	septin 11(SEPTIN11)	Homo sapiens
201307_at	septin 11(SEPTIN11)	Homo sapiens
201715_s_at	apoptotic chromatin condensation inducer 1(ACIN1)	Homo sapiens
219277_s_at	oxoglutarate dehydrogenase L(OGDHL)	Homo sapiens
215522_at	sortilin related VPS10 domain containing receptor 3(SORCS3)	Homo sapiens
232591_s_at	transmembrane protein 30A(TMEM30A)	Homo sapiens
243139_at	synaptic vesicle glycoprotein 2C(SV2C)	Homo sapiens
242530_at	synaptic vesicle glycoprotein 2C(SV2C)	Homo sapiens
1562372_at	synaptic vesicle glycoprotein 2C(SV2C)	Homo sapiens
216086_at	synaptic vesicle glycoprotein 2C(SV2C)	Homo sapiens
243153_at	CDK5 regulatory subunit associated protein 2(CDK5RAP2)	Homo sapiens
233540_s_at	CDK5 regulatory subunit associated protein 2(CDK5RAP2)	Homo sapiens
220935_s_at	CDK5 regulatory subunit associated protein 2(CDK5RAP2)	Homo sapiens
203941_at	integrator complex subunit 9(INTS9)	Homo sapiens
237286_at	integrator complex subunit 9(INTS9)	Homo sapiens
215331_at	myosin heavy chain 15(MYH15)	Homo sapiens
1558467_a_at	UDP-glucose glycoprotein glucosyltransferase 2(UGGT2)	Homo sapiens
1558466_at	UDP-glucose glycoprotein glucosyltransferase 2(UGGT2)	Homo sapiens
233945_at	UDP-glucose glycoprotein glucosyltransferase 2(UGGT2)	Homo sapiens
218801_at	UDP-glucose glycoprotein glucosyltransferase 2(UGGT2)	Homo sapiens
235749_at	UDP-glucose glycoprotein glucosyltransferase 2(UGGT2)	Homo sapiens
1555561_a_at	UDP-glucose glycoprotein glucosyltransferase 2(UGGT2)	Homo sapiens
1555560_at	UDP-glucose glycoprotein glucosyltransferase 2(UGGT2)	Homo sapiens
213159_at	pecanex 1(PCNX1)	Homo sapiens
229287_at	pecanex 1(PCNX1)	Homo sapiens
213173_at	pecanex 1(PCNX1)	Homo sapiens
215175_at	pecanex 1(PCNX1)	Homo sapiens
238792_at	pecanex 1(PCNX1)	Homo sapiens
235082_at	pecanex 1(PCNX1)	Homo sapiens
239100_x_at	pecanex 1(PCNX1)	Homo sapiens
222605_at	REST corepressor 3(RCOR3)	Homo sapiens
241433_at	REST corepressor 3(RCOR3)	Homo sapiens
218344_s_at	REST corepressor 3(RCOR3)	Homo sapiens
218512_at	WD repeat domain 12(WDR12)	Homo sapiens
238826_x_at	WD repeat domain 12(WDR12)	Homo sapiens
241687_at	WD repeat domain 12(WDR12)	Homo sapiens
208988_at	lysine demethylase 2A(KDM2A)	Homo sapiens
208987_s_at	lysine demethylase 2A(KDM2A)	Homo sapiens
208989_s_at	lysine demethylase 2A(KDM2A)	Homo sapiens
218198_at	DEAH-box helicase 32 (putative)(DHX32)	Homo sapiens
212431_at	HMG-box containing 3(HMGXB3)	Homo sapiens
34221_at	HMG-box containing 3(HMGXB3)	Homo sapiens
224849_at	tetratricopeptide repeat domain 17(TTC17)	Homo sapiens
244416_at	tetratricopeptide repeat domain 17(TTC17)	Homo sapiens
232646_at	tetratricopeptide repeat domain 17(TTC17)	Homo sapiens
218972_at	tetratricopeptide repeat domain 17(TTC17)	Homo sapiens
224852_at	tetratricopeptide repeat domain 17(TTC17)	Homo sapiens
232323_s_at	tetratricopeptide repeat domain 17(TTC17)	Homo sapiens
214742_at	centrosomal protein 131(CEP131)	Homo sapiens
220242_x_at	zinc finger protein 701(ZNF701)	Homo sapiens
236589_at	zinc finger protein 701(ZNF701)	Homo sapiens
238535_at	centrosomal protein 152(CEP152)	Homo sapiens
215882_at	centrosomal protein 152(CEP152)	Homo sapiens
237743_at	centrosomal protein 152(CEP152)	Homo sapiens
215170_s_at	centrosomal protein 152(CEP152)	Homo sapiens
239413_at	centrosomal protein 152(CEP152)	Homo sapiens
237129_at	centrosomal protein 152(CEP152)	Homo sapiens
222127_s_at	exocyst complex component 1(EXOC1)	Homo sapiens
215562_at	tetratricopeptide repeat domain 39A(TTC39A)	Homo sapiens
217101_at	tetratricopeptide repeat domain 39A(TTC39A)	Homo sapiens
210652_s_at	tetratricopeptide repeat domain 39A(TTC39A)	Homo sapiens
231595_at	IRAG1 antisense RNA 1(IRAG1-AS1)	Homo sapiens
216678_at	intraflagellar transport 122(IFT122)	Homo sapiens
1563794_s_at	intraflagellar transport 122(IFT122)	Homo sapiens
220744_s_at	intraflagellar transport 122(IFT122)	Homo sapiens
215255_at	immunoglobulin superfamily member 9B(IGSF9B)	Homo sapiens
232123_at	immunoglobulin superfamily member 9B(IGSF9B)	Homo sapiens
229734_at	immunoglobulin superfamily member 9B(IGSF9B)	Homo sapiens
215166_at	immunoglobulin superfamily member 9B(IGSF9B)	Homo sapiens
219010_at	innate immunity activator(INAVA)	Homo sapiens
232457_at	LIM and calponin homology domains 1(LIMCH1)	Homo sapiens
212328_at	LIM and calponin homology domains 1(LIMCH1)	Homo sapiens
212325_at	LIM and calponin homology domains 1(LIMCH1)	Homo sapiens
212327_at	LIM and calponin homology domains 1(LIMCH1)	Homo sapiens
228213_at	H2A.J histone(H2AJ)	Homo sapiens
224301_x_at	H2A.J histone(H2AJ)	Homo sapiens
220936_s_at	H2A.J histone(H2AJ)	Homo sapiens
225245_x_at	H2A.J histone(H2AJ)	Homo sapiens
1552922_at	regulating synaptic membrane exocytosis 1(RIMS1)	Homo sapiens
216184_s_at	regulating synaptic membrane exocytosis 1(RIMS1)	Homo sapiens
231986_at	regulating synaptic membrane exocytosis 1(RIMS1)	Homo sapiens
225908_at	isoamyl acetate hydrolyzing esterase 1 (putative)(IAH1)	Homo sapiens
230621_at	isoamyl acetate hydrolyzing esterase 1 (putative)(IAH1)	Homo sapiens
220742_s_at	N-glycanase 1(NGLY1)	Homo sapiens
207492_at	N-glycanase 1(NGLY1)	Homo sapiens
238660_at	WD repeat and FYVE domain containing 3(WDFY3)	Homo sapiens
212606_at	WD repeat and FYVE domain containing 3(WDFY3)	Homo sapiens
212602_at	WD repeat and FYVE domain containing 3(WDFY3)	Homo sapiens
212598_at	WD repeat and FYVE domain containing 3(WDFY3)	Homo sapiens
236782_at	sterile alpha motif domain containing 3(SAMD3)	Homo sapiens
1553876_at	sterile alpha motif domain containing 3(SAMD3)	Homo sapiens
221645_s_at	zinc finger protein 83(ZNF83)	Homo sapiens
1564233_at	Putative uncharacterized protein FLJ33534(FLJ33534)	Homo sapiens
232552_at	dishevelled associated activator of morphogenesis 1(DAAM1)	Homo sapiens
1555989_at	dishevelled associated activator of morphogenesis 1(DAAM1)	Homo sapiens
216060_s_at	dishevelled associated activator of morphogenesis 1(DAAM1)	Homo sapiens
226666_at	dishevelled associated activator of morphogenesis 1(DAAM1)	Homo sapiens
244062_at	dishevelled associated activator of morphogenesis 1(DAAM1)	Homo sapiens
226270_at	exocyst complex component 2(EXOC2)	Homo sapiens
219349_s_at	exocyst complex component 2(EXOC2)	Homo sapiens
228273_at	proline rich 11(PRR11)	Homo sapiens
232215_x_at	proline rich 11(PRR11)	Homo sapiens
219392_x_at	proline rich 11(PRR11)	Homo sapiens
213394_at	mitogen-activated protein kinase binding protein 1(MAPKBP1)	Homo sapiens
1558839_at	mitogen-activated protein kinase binding protein 1(MAPKBP1)	Homo sapiens
225121_at	TBC1 domain family member 23(TBC1D23)	Homo sapiens
1554301_at	LHFPL3 antisense RNA 1(LHFPL3-AS1)	Homo sapiens
1554302_s_at	LHFPL3 antisense RNA 1(LHFPL3-AS1)	Homo sapiens
216633_s_at	phospholipase C eta 1(PLCH1)	Homo sapiens
216634_at	phospholipase C eta 1(PLCH1)	Homo sapiens
214745_at	phospholipase C eta 1(PLCH1)	Homo sapiens
219715_s_at	tyrosyl-DNA phosphodiesterase 1(TDP1)	Homo sapiens
226044_at	tyrosyl-DNA phosphodiesterase 1(TDP1)	Homo sapiens
240822_at	tyrosyl-DNA phosphodiesterase 1(TDP1)	Homo sapiens
242746_at	kelch domain containing 10(KLHDC10)	Homo sapiens
209254_at	kelch domain containing 10(KLHDC10)	Homo sapiens
210111_s_at	kelch domain containing 10(KLHDC10)	Homo sapiens
209256_s_at	kelch domain containing 10(KLHDC10)	Homo sapiens
209255_at	kelch domain containing 10(KLHDC10)	Homo sapiens
222741_s_at	SAYSVFN motif domain containing 1(SAYSD1)	Homo sapiens
232992_at	SAYSVFN motif domain containing 1(SAYSD1)	Homo sapiens
218784_s_at	SAYSVFN motif domain containing 1(SAYSD1)	Homo sapiens
227839_at	methyl-CpG binding domain protein 5(MBD5)	Homo sapiens
244662_at	methyl-CpG binding domain protein 5(MBD5)	Homo sapiens
220195_at	methyl-CpG binding domain protein 5(MBD5)	Homo sapiens
219086_at	zinc finger protein 839(ZNF839)	Homo sapiens
221709_s_at	zinc finger protein 839(ZNF839)	Homo sapiens
241263_at	RAB21, member RAS oncogene family(RAB21)	Homo sapiens
226268_at	RAB21, member RAS oncogene family(RAB21)	Homo sapiens
239329_at	RAB21, member RAS oncogene family(RAB21)	Homo sapiens
203885_at	RAB21, member RAS oncogene family(RAB21)	Homo sapiens
230152_at	cilia and flagella associated protein 44(CFAP44)	Homo sapiens
221103_s_at	cilia and flagella associated protein 44(CFAP44)	Homo sapiens
1555025_at	transmembrane protein 26(TMEM26)	Homo sapiens
212565_at	serine/threonine kinase 38 like(STK38L)	Homo sapiens
212572_at	serine/threonine kinase 38 like(STK38L)	Homo sapiens
227656_at	ER membrane associated RNA degradation(ERMARD)	Homo sapiens
201996_s_at	spen family transcriptional repressor(SPEN)	Homo sapiens
1556058_s_at	spen family transcriptional repressor(SPEN)	Homo sapiens
201997_s_at	spen family transcriptional repressor(SPEN)	Homo sapiens
1556059_s_at	spen family transcriptional repressor(SPEN)	Homo sapiens
222663_at	RIO kinase 2(RIOK2)	Homo sapiens
218535_s_at	RIO kinase 2(RIOK2)	Homo sapiens
233410_at	CYP1B1 antisense RNA 1(CYP1B1-AS1)	Homo sapiens
1553829_at	CYP1B1 antisense RNA 1(CYP1B1-AS1)	Homo sapiens
1553630_at	ciliary associated calcium binding coiled-coil 1(CABCOCO1)	Homo sapiens
214891_at	F-box protein 21(FBXO21)	Homo sapiens
212231_at	F-box protein 21(FBXO21)	Homo sapiens
212229_s_at	F-box protein 21(FBXO21)	Homo sapiens
213650_at	golgin A8 family member A(GOLGA8A)	Homo sapiens
208798_x_at	golgin A8 family member A(GOLGA8A)	Homo sapiens
208797_s_at	golgin A8 family member A(GOLGA8A)	Homo sapiens
210425_x_at	golgin A8 family member A(GOLGA8A)	Homo sapiens
210424_s_at	golgin A8 family member A(GOLGA8A)	Homo sapiens
222811_at	cap methyltransferase 2(CMTR2)	Homo sapiens
205200_at	exosome component 7(EXOSC7)	Homo sapiens
213648_at	exosome component 7(EXOSC7)	Homo sapiens
212627_s_at	exosome component 7(EXOSC7)	Homo sapiens
229005_at	multiple C2 and transmembrane domain containing 2(MCTP2)	Homo sapiens
1554833_at	multiple C2 and transmembrane domain containing 2(MCTP2)	Homo sapiens
229021_at	multiple C2 and transmembrane domain containing 2(MCTP2)	Homo sapiens
220603_s_at	multiple C2 and transmembrane domain containing 2(MCTP2)	Homo sapiens
243109_at	multiple C2 and transmembrane domain containing 2(MCTP2)	Homo sapiens
203618_at	Fas apoptotic inhibitory molecule 2(FAIM2)	Homo sapiens
203619_s_at	Fas apoptotic inhibitory molecule 2(FAIM2)	Homo sapiens
235050_at	solute carrier family 2 member 12(SLC2A12)	Homo sapiens
244353_s_at	solute carrier family 2 member 12(SLC2A12)	Homo sapiens
219901_at	FYVE, RhoGEF and PH domain containing 6(FGD6)	Homo sapiens
1555136_at	FYVE, RhoGEF and PH domain containing 6(FGD6)	Homo sapiens
226799_at	FYVE, RhoGEF and PH domain containing 6(FGD6)	Homo sapiens
243142_at	FYVE, RhoGEF and PH domain containing 6(FGD6)	Homo sapiens
1555137_a_at	FYVE, RhoGEF and PH domain containing 6(FGD6)	Homo sapiens
205514_at	zinc finger protein 415(ZNF415)	Homo sapiens
200861_at	CCR4-NOT transcription complex subunit 1(CNOT1)	Homo sapiens
1554052_at	CCR4-NOT transcription complex subunit 1(CNOT1)	Homo sapiens
200860_s_at	CCR4-NOT transcription complex subunit 1(CNOT1)	Homo sapiens
1552900_a_at	long intergenic non-protein coding RNA 1312(LINC01312)	Homo sapiens
1552899_at	long intergenic non-protein coding RNA 1312(LINC01312)	Homo sapiens
227520_at	taxilin gamma(TXLNG)	Homo sapiens
1557954_at	taxilin gamma(TXLNG)	Homo sapiens
219969_at	taxilin gamma(TXLNG)	Homo sapiens
232931_at	small nuclear ribonucleoprotein U5 subunit 200(SNRNP200)	Homo sapiens
214982_at	small nuclear ribonucleoprotein U5 subunit 200(SNRNP200)	Homo sapiens
217114_at	small nuclear ribonucleoprotein U5 subunit 200(SNRNP200)	Homo sapiens
200058_s_at	small nuclear ribonucleoprotein U5 subunit 200(SNRNP200)	Homo sapiens
218191_s_at	LMBR1 domain containing 1(LMBRD1)	Homo sapiens
232980_at	LMBR1 domain containing 1(LMBRD1)	Homo sapiens
226980_at	DEP domain containing 1B(DEPDC1B)	Homo sapiens
200897_s_at	palladin, cytoskeletal associated protein(PALLD)	Homo sapiens
1557535_at	palladin, cytoskeletal associated protein(PALLD)	Homo sapiens
200906_s_at	palladin, cytoskeletal associated protein(PALLD)	Homo sapiens
200907_s_at	palladin, cytoskeletal associated protein(PALLD)	Homo sapiens
237731_at	long intergenic non-protein coding RNA 1010(LINC01010)	Homo sapiens
1569387_at	chondroitin sulfate N-acetylgalactosaminyltransferase 1(CSGALNACT1)	Homo sapiens
219049_at	chondroitin sulfate N-acetylgalactosaminyltransferase 1(CSGALNACT1)	Homo sapiens
213349_at	transmembrane and coiled-coil domain family 1(TMCC1)	Homo sapiens
239662_x_at	transmembrane and coiled-coil domain family 1(TMCC1)	Homo sapiens
213352_at	transmembrane and coiled-coil domain family 1(TMCC1)	Homo sapiens
213351_s_at	transmembrane and coiled-coil domain family 1(TMCC1)	Homo sapiens
239029_at	transmembrane and coiled-coil domain family 1(TMCC1)	Homo sapiens
227112_at	transmembrane and coiled-coil domain family 1(TMCC1)	Homo sapiens
237943_at	transmembrane and coiled-coil domain family 1(TMCC1)	Homo sapiens
220235_s_at	ligand dependent nuclear receptor interacting factor 1(LRIF1)	Homo sapiens
1554178_a_at	hyccin PI4KA lipid kinase complex subunit 2(HYCC2)	Homo sapiens
229460_at	hyccin PI4KA lipid kinase complex subunit 2(HYCC2)	Homo sapiens
231874_at	hyccin PI4KA lipid kinase complex subunit 2(HYCC2)	Homo sapiens
1558959_at	hyccin PI4KA lipid kinase complex subunit 2(HYCC2)	Homo sapiens
212915_at	PDZ domain containing ring finger 3(PDZRN3)	Homo sapiens
232776_at	PDZ domain containing ring finger 3(PDZRN3)	Homo sapiens
1555587_at	PDZ domain containing ring finger 3(PDZRN3)	Homo sapiens
227453_at	unc-13 homolog A(UNC13A)	Homo sapiens
214817_at	unc-13 homolog A(UNC13A)	Homo sapiens
226062_x_at	MINDY lysine 48 deubiquitinase 1(MINDY1)	Homo sapiens
221856_s_at	MINDY lysine 48 deubiquitinase 1(MINDY1)	Homo sapiens
1557720_s_at	myosin XVI(MYO16)	Homo sapiens
215119_at	myosin XVI(MYO16)	Homo sapiens
40255_at	DEAD-box helicase 28(DDX28)	Homo sapiens
203785_s_at	DEAD-box helicase 28(DDX28)	Homo sapiens
203784_s_at	DEAD-box helicase 28(DDX28)	Homo sapiens
214025_at	DEAD-box helicase 28(DDX28)	Homo sapiens
237660_at	unc-80 homolog, NALCN channel complex subunit(UNC80)	Homo sapiens
230220_at	unc-80 homolog, NALCN channel complex subunit(UNC80)	Homo sapiens
243836_at	unc-80 homolog, NALCN channel complex subunit(UNC80)	Homo sapiens
219940_s_at	PCI domain containing 2(PCID2)	Homo sapiens
225149_at	PCI domain containing 2(PCID2)	Homo sapiens
212348_s_at	lysine demethylase 1A(KDM1A)	Homo sapiens
219814_at	muscleblind like splicing regulator 3(MBNL3)	Homo sapiens
230113_at	muscleblind like splicing regulator 3(MBNL3)	Homo sapiens
229498_at	muscleblind like splicing regulator 3(MBNL3)	Homo sapiens
241697_at	uncharacterized LOC105373618(LOC105373618)	Homo sapiens
214942_at	RNA binding motif protein 34(RBM34)	Homo sapiens
212591_at	RNA binding motif protein 34(RBM34)	Homo sapiens
214943_s_at	RNA binding motif protein 34(RBM34)	Homo sapiens
230307_at	SLC25A21 antisense RNA 1(SLC25A21-AS1)	Homo sapiens
212495_at	lysine demethylase 4B(KDM4B)	Homo sapiens
235789_at	lysine demethylase 4B(KDM4B)	Homo sapiens
216023_at	lysine demethylase 4B(KDM4B)	Homo sapiens
230126_s_at	lysine demethylase 4B(KDM4B)	Homo sapiens
1559073_at	lysine demethylase 4B(KDM4B)	Homo sapiens
212492_s_at	lysine demethylase 4B(KDM4B)	Homo sapiens
212496_s_at	lysine demethylase 4B(KDM4B)	Homo sapiens
215616_s_at	lysine demethylase 4B(KDM4B)	Homo sapiens
222276_at	methyltransferase 2B, tRNA N3-cytidine(METTL2B)	Homo sapiens
213045_at	microtubule associated serine/threonine kinase 3(MAST3)	Homo sapiens
242519_at	coiled-coil domain containing 152(CCDC152)	Homo sapiens
237475_x_at	coiled-coil domain containing 152(CCDC152)	Homo sapiens
219714_s_at	calcium voltage-gated channel auxiliary subunit alpha2delta 3(CACNA2D3)	Homo sapiens
212513_s_at	ubiquitin specific peptidase 33(USP33)	Homo sapiens
214843_s_at	ubiquitin specific peptidase 33(USP33)	Homo sapiens
217441_at	ubiquitin specific peptidase 33(USP33)	Homo sapiens
204722_at	sodium voltage-gated channel beta subunit 3(SCN3B)	Homo sapiens
204723_at	sodium voltage-gated channel beta subunit 3(SCN3B)	Homo sapiens
213267_at	DOP1 leucine zipper like protein A(DOP1A)	Homo sapiens
213271_s_at	DOP1 leucine zipper like protein A(DOP1A)	Homo sapiens
1564387_at	DOP1 leucine zipper like protein A(DOP1A)	Homo sapiens
40612_at	DOP1 leucine zipper like protein A(DOP1A)	Homo sapiens
221111_at	interleukin 26(IL26)	Homo sapiens
215495_s_at	sterile alpha motif domain containing 4A(SAMD4A)	Homo sapiens
212845_at	sterile alpha motif domain containing 4A(SAMD4A)	Homo sapiens
215120_s_at	sterile alpha motif domain containing 4A(SAMD4A)	Homo sapiens
215496_at	sterile alpha motif domain containing 4A(SAMD4A)	Homo sapiens
218508_at	decapping mRNA 1A(DCP1A)	Homo sapiens
225443_at	decapping mRNA 1A(DCP1A)	Homo sapiens
214944_at	PH domain and leucine rich repeat protein phosphatase 2(PHLPP2)	Homo sapiens
213407_at	PH domain and leucine rich repeat protein phosphatase 2(PHLPP2)	Homo sapiens
222876_s_at	ArfGAP with dual PH domains 2(ADAP2)	Homo sapiens
219358_s_at	ArfGAP with dual PH domains 2(ADAP2)	Homo sapiens
212368_at	zinc finger protein 292(ZNF292)	Homo sapiens
212366_at	zinc finger protein 292(ZNF292)	Homo sapiens
1562991_at	zinc finger protein 292(ZNF292)	Homo sapiens
1552340_at	Sp7 transcription factor(SP7)	Homo sapiens
233026_s_at	PDZ domain containing 2(PDZD2)	Homo sapiens
233025_at	PDZ domain containing 2(PDZD2)	Homo sapiens
209493_at	PDZ domain containing 2(PDZD2)	Homo sapiens
207797_s_at	LRP2 binding protein(LRP2BP)	Homo sapiens
40829_at	WD and tetratricopeptide repeats 1(WDTC1)	Homo sapiens
216036_x_at	WD and tetratricopeptide repeats 1(WDTC1)	Homo sapiens
215497_s_at	WD and tetratricopeptide repeats 1(WDTC1)	Homo sapiens
220163_s_at	HR lysine demethylase and nuclear receptor corepressor(HR)	Homo sapiens
241355_at	HR lysine demethylase and nuclear receptor corepressor(HR)	Homo sapiens
210086_at	HR lysine demethylase and nuclear receptor corepressor(HR)	Homo sapiens
208459_s_at	exportin 7(XPO7)	Homo sapiens
212166_at	exportin 7(XPO7)	Homo sapiens
240168_at	exportin 7(XPO7)	Homo sapiens
241485_at	myelin transcription factor 1 like(MYT1L)	Homo sapiens
1554633_a_at	myelin transcription factor 1 like(MYT1L)	Homo sapiens
216672_s_at	myelin transcription factor 1 like(MYT1L)	Homo sapiens
210016_at	myelin transcription factor 1 like(MYT1L)	Homo sapiens
227725_at	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1(ST6GALNAC1)	Homo sapiens
212755_at	MON2 homolog, regulator of endosome-to-Golgi trafficking(MON2)	Homo sapiens
237332_at	MON2 homolog, regulator of endosome-to-Golgi trafficking(MON2)	Homo sapiens
212754_s_at	MON2 homolog, regulator of endosome-to-Golgi trafficking(MON2)	Homo sapiens
238520_at	transcriptional regulating factor 1(TRERF1)	Homo sapiens
229016_s_at	transcriptional regulating factor 1(TRERF1)	Homo sapiens
233324_at	transcriptional regulating factor 1(TRERF1)	Homo sapiens
242712_x_at	RANBP2 like and GRIP domain containing 4(RGPD4)	Homo sapiens
238957_at	pyridoxal dependent decarboxylase domain containing 1(PDXDC1)	Homo sapiens
229219_s_at	pyridoxal dependent decarboxylase domain containing 1(PDXDC1)	Homo sapiens
232288_at	pyridoxal dependent decarboxylase domain containing 1(PDXDC1)	Homo sapiens
1555347_at	pyridoxal dependent decarboxylase domain containing 1(PDXDC1)	Homo sapiens
212053_at	pyridoxal dependent decarboxylase domain containing 1(PDXDC1)	Homo sapiens
237354_at	pyridoxal dependent decarboxylase domain containing 1(PDXDC1)	Homo sapiens
1560013_at	pyridoxal dependent decarboxylase domain containing 1(PDXDC1)	Homo sapiens
1560014_s_at	pyridoxal dependent decarboxylase domain containing 1(PDXDC1)	Homo sapiens
203734_at	forkhead box J2(FOXJ2)	Homo sapiens
1555305_at	forkhead box J2(FOXJ2)	Homo sapiens
1562632_at	uncharacterized LOC285191(LOC285191)	Homo sapiens
239288_at	TRAF2 and NCK interacting kinase(TNIK)	Homo sapiens
213107_at	TRAF2 and NCK interacting kinase(TNIK)	Homo sapiens
211828_s_at	TRAF2 and NCK interacting kinase(TNIK)	Homo sapiens
213109_at	TRAF2 and NCK interacting kinase(TNIK)	Homo sapiens
214547_at	adenylate cyclase 10(ADCY10)	Homo sapiens
217305_s_at	adenylate cyclase 10(ADCY10)	Homo sapiens
234929_s_at	spermatogenesis associated 7(SPATA7)	Homo sapiens
219583_s_at	spermatogenesis associated 7(SPATA7)	Homo sapiens
212419_at	zinc finger CCHC-type containing 24(ZCCHC24)	Homo sapiens
212423_at	zinc finger CCHC-type containing 24(ZCCHC24)	Homo sapiens
220352_x_at	uncharacterized LOC645644(FLJ42627)	Homo sapiens
232050_at	uncharacterized LOC645644(FLJ42627)	Homo sapiens
221944_at	uncharacterized LOC645644(FLJ42627)	Homo sapiens
241025_at	UTP6 small subunit processome component(UTP6)	Homo sapiens
218715_at	UTP6 small subunit processome component(UTP6)	Homo sapiens
204411_at	kinesin family member 21B(KIF21B)	Homo sapiens
224227_s_at	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB(BDP1)	Homo sapiens
231939_s_at	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB(BDP1)	Homo sapiens
226290_at	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB(BDP1)	Homo sapiens
207956_x_at	PDS5 cohesin associated factor B(PDS5B)	Homo sapiens
242302_at	PDS5 cohesin associated factor B(PDS5B)	Homo sapiens
1554634_at	PDS5 cohesin associated factor B(PDS5B)	Homo sapiens
1570119_at	PDS5 cohesin associated factor B(PDS5B)	Homo sapiens
215888_at	PDS5 cohesin associated factor B(PDS5B)	Homo sapiens
204742_s_at	PDS5 cohesin associated factor B(PDS5B)	Homo sapiens
222220_s_at	translin associated factor X interacting protein 1(TSNAXIP1)	Homo sapiens
230389_at	formin binding protein 1(FNBP1)	Homo sapiens
213940_s_at	formin binding protein 1(FNBP1)	Homo sapiens
230086_at	formin binding protein 1(FNBP1)	Homo sapiens
212288_at	formin binding protein 1(FNBP1)	Homo sapiens
214844_s_at	docking protein 5(DOK5)	Homo sapiens
1554863_s_at	docking protein 5(DOK5)	Homo sapiens
238449_at	SMG1 nonsense mediated mRNA decay associated PI3K related kinase(SMG1)	Homo sapiens
237464_at	SMG1 nonsense mediated mRNA decay associated PI3K related kinase(SMG1)	Homo sapiens
224842_at	SMG1 nonsense mediated mRNA decay associated PI3K related kinase(SMG1)	Homo sapiens
210057_at	SMG1 nonsense mediated mRNA decay associated PI3K related kinase(SMG1)	Homo sapiens
1558534_at	SMG1 nonsense mediated mRNA decay associated PI3K related kinase(SMG1)	Homo sapiens
227711_at	gametocyte specific factor 1(GTSF1)	Homo sapiens
242758_x_at	lysine demethylase 3A(KDM3A)	Homo sapiens
212689_s_at	lysine demethylase 3A(KDM3A)	Homo sapiens
